period,date,gl_id,gl_account,value_type_id,type,amount
2502,2025-02-01,6011,development_staff,1,actuals,165808.0735
2502,2025-02-01,6012,development_non_staff,1,actuals,21232.08207
2502,2025-02-01,6020,product,1,actuals,41293.363161999994
2502,2025-02-01,6021,product_staff,1,actuals,37769.51753
2502,2025-02-01,6022,product_non_staff,1,actuals,3523.845632
2502,2025-02-01,6030,talent,1,actuals,4397.710687
2502,2025-02-01,6031,talent_staff,1,actuals,4397.710687
2502,2025-02-01,6032,talent_non_staff,1,actuals,0.0
2502,2025-02-01,6040,general_and_admin,1,actuals,63686.278549999995
2502,2025-02-01,6041,general_and_admin_staff,1,actuals,52430.54846
2502,2025-02-01,6042,general_and_admin_non_staff,1,actuals,11255.73009
2502,2025-02-01,6050,data,1,actuals,8673.103346
2502,2025-02-01,6051,data_staff,1,actuals,8673.103346
2502,2025-02-01,6052,data_non_staff,1,actuals,0.0
2503,2025-03-01,1000,revenue,1,actuals,14745607.106439
2503,2025-03-01,1010,subscriptions,1,actuals,14744583.7
2503,2025-03-01,1020,services,1,actuals,489.5414422
2503,2025-03-01,1030,others,1,actuals,533.8649968
2503,2025-03-01,2000,cogs,1,actuals,628546.0067866
2503,2025-03-01,2010,payment_fees,1,actuals,628085.4427
2503,2025-03-01,2020,other_costs,1,actuals,460.5640866
2503,2025-03-01,4000,commercial_costs,1,actuals,218558.91660199998
2503,2025-03-01,4010,sales,1,actuals,111814.79572
2503,2025-03-01,4011,sales_staff,1,actuals,100450.0223
2503,2025-03-01,4012,sales_non_staff,1,actuals,11364.77342
2503,2025-03-01,4020,marketing,1,actuals,91356.20272
2503,2025-03-01,4021,marketing_staff,1,actuals,79683.8819
2503,2025-03-01,4022,marketing_non_staff,1,actuals,11672.32082
2503,2025-03-01,4030,csm,1,actuals,15387.918162
2503,2025-03-01,4031,csm_staff,1,actuals,8325.344401
2503,2025-03-01,4032,csm_non_staff,1,actuals,7062.573761
2503,2025-03-01,6000,fixed_costs,1,actuals,313990.265528
2503,2025-03-01,6010,development,1,actuals,188340.01626
2503,2025-03-01,6011,development_staff,1,actuals,169850.7982
2503,2025-03-01,6012,development_non_staff,1,actuals,18489.21806
2503,2025-03-01,6020,product,1,actuals,43369.762233999994
2503,2025-03-01,6021,product_staff,1,actuals,39743.28191
2503,2025-03-01,6022,product_non_staff,1,actuals,3626.480324
2503,2025-03-01,6030,talent,1,actuals,4889.989012
2503,2025-03-01,6031,talent_staff,1,actuals,4889.989012
2503,2025-03-01,6032,talent_non_staff,1,actuals,0.0
2503,2025-03-01,6040,general_and_admin,1,actuals,69136.35172
2503,2025-03-01,6041,general_and_admin_staff,1,actuals,57592.59694
2503,2025-03-01,6042,general_and_admin_non_staff,1,actuals,11543.75478
2503,2025-03-01,6050,data,1,actuals,8254.146302
2503,2025-03-01,6051,data_staff,1,actuals,8254.146302
2503,2025-03-01,6052,data_non_staff,1,actuals,0.0
2504,2025-04-01,1000,revenue,1,actuals,14192329.2479928
2504,2025-04-01,1010,subscriptions,1,actuals,14191396.43
2504,2025-04-01,1020,services,1,actuals,478.85349
2504,2025-04-01,1030,others,1,actuals,453.9645028
2504,2025-04-01,2000,cogs,1,actuals,638873.4597601
2504,2025-04-01,2010,payment_fees,1,actuals,638409.8424
2504,2025-04-01,2020,other_costs,1,actuals,463.6173601
2504,2025-04-01,4000,commercial_costs,1,actuals,228508.508827
2504,2025-04-01,4010,sales,1,actuals,116285.06275000001
2504,2025-04-01,4011,sales_staff,1,actuals,106242.767
2504,2025-04-01,4012,sales_non_staff,1,actuals,10042.29575
2504,2025-04-01,4020,marketing,1,actuals,95865.16166
2504,2025-04-01,4021,marketing_staff,1,actuals,82561.92209
2504,2025-04-01,4022,marketing_non_staff,1,actuals,13303.23957
2504,2025-04-01,4030,csm,1,actuals,16358.284417
2504,2025-04-01,4031,csm_staff,1,actuals,9049.552808
2504,2025-04-01,4032,csm_non_staff,1,actuals,7308.731609
2504,2025-04-01,6000,fixed_costs,1,actuals,294324.659441
2504,2025-04-01,6010,development,1,actuals,172101.56121
2504,2025-04-01,6011,development_staff,1,actuals,153131.2068
2504,2025-04-01,6012,development_non_staff,1,actuals,18970.35441
2504,2025-04-01,6020,product,1,actuals,39388.579135
2504,2025-04-01,6021,product_staff,1,actuals,36057.18967
2504,2025-04-01,6022,product_non_staff,1,actuals,3331.389465
2504,2025-04-01,6030,talent,1,actuals,5042.274747
2504,2025-04-01,6031,talent_staff,1,actuals,5042.274747
2504,2025-04-01,6032,talent_non_staff,1,actuals,0.0
2504,2025-04-01,6040,general_and_admin,1,actuals,68453.85407
2504,2025-04-01,6041,general_and_admin_staff,1,actuals,58310.41526
2504,2025-04-01,6042,general_and_admin_non_staff,1,actuals,10143.43881
2504,2025-04-01,6050,data,1,actuals,9338.390279
2504,2025-04-01,6051,data_staff,1,actuals,9338.390279
2504,2025-04-01,6052,data_non_staff,1,actuals,0.0
2505,2025-05-01,1000,revenue,1,actuals,15553942.5052787
2505,2025-05-01,1010,subscriptions,1,actuals,15552931.2
2505,2025-05-01,1020,services,1,actuals,507.9025575
2505,2025-05-01,1030,others,1,actuals,503.4027212
2505,2025-05-01,2000,cogs,1,actuals,590557.6412246
2505,2025-05-01,2010,payment_fees,1,actuals,590018.1491
2505,2025-05-01,2020,other_costs,1,actuals,539.4921246
2505,2025-05-01,4000,commercial_costs,1,actuals,229523.14443599997
2505,2025-05-01,4010,sales,1,actuals,120717.53712
2505,2025-05-01,4011,sales_staff,1,actuals,109812.3675
2505,2025-05-01,4012,sales_non_staff,1,actuals,10905.16962
2505,2025-05-01,4020,marketing,1,actuals,94264.96698
2505,2025-05-01,4021,marketing_staff,1,actuals,82584.12242
2505,2025-05-01,4022,marketing_non_staff,1,actuals,11680.84456
2505,2025-05-01,4030,csm,1,actuals,14540.640336
2505,2025-05-01,4031,csm_staff,1,actuals,7582.881256
2505,2025-05-01,4032,csm_non_staff,1,actuals,6957.75908
2505,2025-05-01,6000,fixed_costs,1,actuals,291588.91131800006
2505,2025-05-01,6010,development,1,actuals,173042.60912
2505,2025-05-01,6011,development_staff,1,actuals,151743.4868
2505,2025-05-01,6012,development_non_staff,1,actuals,21299.12232
2505,2025-05-01,6020,product,1,actuals,39967.744339
2505,2025-05-01,6021,product_staff,1,actuals,36118.64443
2505,2025-05-01,6022,product_non_staff,1,actuals,3849.099909
2505,2025-05-01,6030,talent,1,actuals,5143.885975
2505,2025-05-01,6031,talent_staff,1,actuals,5143.885975
2505,2025-05-01,6032,talent_non_staff,1,actuals,0.0
2505,2025-05-01,6040,general_and_admin,1,actuals,64740.64425
2505,2025-05-01,6041,general_and_admin_staff,1,actuals,53824.32215
2505,2025-05-01,6042,general_and_admin_non_staff,1,actuals,10916.3221
2505,2025-05-01,6050,data,1,actuals,8694.027634
2505,2025-05-01,6051,data_staff,1,actuals,8694.027634
2505,2025-05-01,6052,data_non_staff,1,actuals,0.0
2506,2025-06-01,1000,revenue,1,actuals,17529573.850016803
2506,2025-06-01,1010,subscriptions,1,actuals,17528573.26
2506,2025-06-01,1020,services,1,actuals,541.4465642
2506,2025-06-01,1030,others,1,actuals,459.1434526
2506,2025-06-01,2000,cogs,1,actuals,636549.7030515
2506,2025-06-01,2010,payment_fees,1,actuals,636066.9025
2506,2025-06-01,2020,other_costs,1,actuals,482.8005515
2506,2025-06-01,4000,commercial_costs,1,actuals,233282.193479
2506,2025-06-01,4010,sales,1,actuals,121839.191388
2506,2025-06-01,4011,sales_staff,1,actuals,112066.1495
2506,2025-06-01,4012,sales_non_staff,1,actuals,9773.041888
2506,2025-06-01,4020,marketing,1,actuals,95491.92817
2506,2025-06-01,4021,marketing_staff,1,actuals,82538.84928
2506,2025-06-01,4022,marketing_non_staff,1,actuals,12953.07889
2506,2025-06-01,4030,csm,1,actuals,15951.073921
2506,2025-06-01,4031,csm_staff,1,actuals,8644.954826
2506,2025-06-01,4032,csm_non_staff,1,actuals,7306.119095
2506,2025-06-01,6000,fixed_costs,1,actuals,306122.8813479999
2506,2025-06-01,6010,development,1,actuals,188482.40798999998
2506,2025-06-01,6011,development_staff,1,actuals,168117.2779
2506,2025-06-01,6012,development_non_staff,1,actuals,20365.13009
2506,2025-06-01,6020,product,1,actuals,42122.551665
2506,2025-06-01,6021,product_staff,1,actuals,38619.99365
2506,2025-06-01,6022,product_non_staff,1,actuals,3502.558015
2506,2025-06-01,6030,talent,1,actuals,4336.524422
2506,2025-06-01,6031,talent_staff,1,actuals,4336.524422
2506,2025-06-01,6032,talent_non_staff,1,actuals,0.0
2506,2025-06-01,6040,general_and_admin,1,actuals,62222.334950000004
2506,2025-06-01,6041,general_and_admin_staff,1,actuals,51281.85846
2506,2025-06-01,6042,general_and_admin_non_staff,1,actuals,10940.47649
2506,2025-06-01,6050,data,1,actuals,8959.062321
2506,2025-06-01,6051,data_staff,1,actuals,8959.062321
2506,2025-06-01,6052,data_non_staff,1,actuals,0.0
2507,2025-07-01,1000,revenue,1,actuals,15420389.257646402
2507,2025-07-01,1010,subscriptions,1,actuals,15419381.14
2507,2025-07-01,1020,services,1,actuals,514.5335732
2507,2025-07-01,1030,others,1,actuals,493.5840732
2507,2025-07-01,2000,cogs,1,actuals,621774.6303456001
2507,2025-07-01,2010,payment_fees,1,actuals,621321.1985
2507,2025-07-01,2020,other_costs,1,actuals,453.4318456
2507,2025-07-01,4000,commercial_costs,1,actuals,214676.649906
2507,2025-07-01,4010,sales,1,actuals,112375.89204400001
2507,2025-07-01,4011,sales_staff,1,actuals,102780.2286
2507,2025-07-01,4012,sales_non_staff,1,actuals,9595.663444
2507,2025-07-01,4020,marketing,1,actuals,87729.75583000001
2507,2025-07-01,4021,marketing_staff,1,actuals,74282.8098
2507,2025-07-01,4022,marketing_non_staff,1,actuals,13446.94603
2507,2025-07-01,4030,csm,1,actuals,14571.002032
2507,2025-07-01,4031,csm_staff,1,actuals,7622.412752
2507,2025-07-01,4032,csm_non_staff,1,actuals,6948.58928
2507,2025-07-01,6000,fixed_costs,1,actuals,294915.578059
2507,2025-07-01,6010,development,1,actuals,178709.15909
2507,2025-07-01,6011,development_staff,1,actuals,159620.4449
2507,2025-07-01,6012,development_non_staff,1,actuals,19088.71419
2507,2025-07-01,6020,product,1,actuals,40254.215112000005
2507,2025-07-01,6021,product_staff,1,actuals,36375.39319
2507,2025-07-01,6022,product_non_staff,1,actuals,3878.821922
2507,2025-07-01,6030,talent,1,actuals,4695.568267
2507,2025-07-01,6031,talent_staff,1,actuals,4695.568267
2507,2025-07-01,6032,talent_non_staff,1,actuals,0.0
2507,2025-07-01,6040,general_and_admin,1,actuals,62375.92839
2507,2025-07-01,6041,general_and_admin_staff,1,actuals,50726.12832
2507,2025-07-01,6042,general_and_admin_non_staff,1,actuals,11649.80007
2507,2025-07-01,6050,data,1,actuals,8880.7072
2507,2025-07-01,6051,data_staff,1,actuals,8880.7072
2507,2025-07-01,6052,data_non_staff,1,actuals,0.0
2508,2025-08-01,1000,revenue,1,actuals,15191360.313191501
2508,2025-08-01,1010,subscriptions,1,actuals,15190394.66
2508,2025-08-01,1020,services,1,actuals,497.8491002
2508,2025-08-01,1030,others,1,actuals,467.8040913
2508,2025-08-01,2000,cogs,1,actuals,602485.9973002
2508,2025-08-01,2010,payment_fees,1,actuals,601942.1413
2508,2025-08-01,2020,other_costs,1,actuals,543.8560002
2508,2025-08-01,4000,commercial_costs,1,actuals,218833.126129
2508,2025-08-01,4010,sales,1,actuals,113412.679498
2508,2025-08-01,4011,sales_staff,1,actuals,103720.8241
2508,2025-08-01,4012,sales_non_staff,1,actuals,9691.855398
2508,2025-08-01,4020,marketing,1,actuals,89843.75358
2508,2025-08-01,4021,marketing_staff,1,actuals,77570.78668
2508,2025-08-01,4022,marketing_non_staff,1,actuals,12272.9669
2508,2025-08-01,4030,csm,1,actuals,15576.693051
2508,2025-08-01,4031,csm_staff,1,actuals,8050.171803
2508,2025-08-01,4032,csm_non_staff,1,actuals,7526.521248
2508,2025-08-01,6000,fixed_costs,1,actuals,292981.721589
2508,2025-08-01,6010,development,1,actuals,167789.84194
2508,2025-08-01,6011,development_staff,1,actuals,148099.6148
2508,2025-08-01,6012,development_non_staff,1,actuals,19690.22714
2508,2025-08-01,6020,product,1,actuals,41081.966824
2508,2025-08-01,6021,product_staff,1,actuals,37719.67431
2508,2025-08-01,6022,product_non_staff,1,actuals,3362.292514
2508,2025-08-01,6030,talent,1,actuals,5049.309059
2508,2025-08-01,6031,talent_staff,1,actuals,5049.309059
2508,2025-08-01,6032,talent_non_staff,1,actuals,0.0
2508,2025-08-01,6040,general_and_admin,1,actuals,70267.28560999999
2508,2025-08-01,6041,general_and_admin_staff,1,actuals,58266.24251
2508,2025-08-01,6042,general_and_admin_non_staff,1,actuals,12001.0431
2508,2025-08-01,6050,data,1,actuals,8793.318156
2508,2025-08-01,6051,data_staff,1,actuals,8793.318156
2508,2025-08-01,6052,data_non_staff,1,actuals,0.0
2509,2025-09-01,1000,revenue,1,actuals,16042200.638332201
2509,2025-09-01,1010,subscriptions,1,actuals,16041208.21
2509,2025-09-01,1020,services,1,actuals,526.7729959
2509,2025-09-01,1030,others,1,actuals,465.6553363
2509,2025-09-01,2000,cogs,1,actuals,633586.1356978001
2509,2025-09-01,2010,payment_fees,1,actuals,633088.0866
2509,2025-09-01,2020,other_costs,1,actuals,498.0490978
2509,2025-09-01,4000,commercial_costs,1,actuals,238163.13797399998
2509,2025-09-01,4010,sales,1,actuals,127997.10512
2509,2025-09-01,4011,sales_staff,1,actuals,117482.8284
2509,2025-09-01,4012,sales_non_staff,1,actuals,10514.27672
2509,2025-09-01,4020,marketing,1,actuals,94006.50532
2509,2025-09-01,4021,marketing_staff,1,actuals,80255.45511
2509,2025-09-01,4022,marketing_non_staff,1,actuals,13751.05021
2509,2025-09-01,4030,csm,1,actuals,16159.527534
2509,2025-09-01,4031,csm_staff,1,actuals,9120.377368
2509,2025-09-01,4032,csm_non_staff,1,actuals,7039.150166
2509,2025-09-01,6000,fixed_costs,1,actuals,294911.55939000007
2509,2025-09-01,6010,development,1,actuals,171537.32726000002
2509,2025-09-01,6011,development_staff,1,actuals,150076.3145
2509,2025-09-01,6012,development_non_staff,1,actuals,21461.01276
2509,2025-09-01,6020,product,1,actuals,38994.595904
2509,2025-09-01,6021,product_staff,1,actuals,35686.33556
2509,2025-09-01,6022,product_non_staff,1,actuals,3308.260344
2509,2025-09-01,6030,talent,1,actuals,4628.83136
2509,2025-09-01,6031,talent_staff,1,actuals,4628.83136
2509,2025-09-01,6032,talent_non_staff,1,actuals,0.0
2509,2025-09-01,6040,general_and_admin,1,actuals,71230.35162
2509,2025-09-01,6041,general_and_admin_staff,1,actuals,59715.68216
2509,2025-09-01,6042,general_and_admin_non_staff,1,actuals,11514.66946
2509,2025-09-01,6050,data,1,actuals,8520.453246
2509,2025-09-01,6051,data_staff,1,actuals,8520.453246
2509,2025-09-01,6052,data_non_staff,1,actuals,0.0
2510,2025-10-01,1000,revenue,1,actuals,18051705.3447867
2510,2025-10-01,1010,subscriptions,1,actuals,18050662.34
2510,2025-10-01,1020,services,1,actuals,535.7084343
2510,2025-10-01,1030,others,1,actuals,507.2963524
2510,2025-10-01,2000,cogs,1,actuals,649088.8230395999
2510,2025-10-01,2010,payment_fees,1,actuals,648566.1018
2510,2025-10-01,2020,other_costs,1,actuals,522.7212396
2510,2025-10-01,4000,commercial_costs,1,actuals,218871.975034
2510,2025-10-01,4010,sales,1,actuals,115530.43414
2510,2025-10-01,4011,sales_staff,1,actuals,104617.0422
2510,2025-10-01,4012,sales_non_staff,1,actuals,10913.39194
2510,2025-10-01,4020,marketing,1,actuals,86785.71138000001
2510,2025-10-01,4021,marketing_staff,1,actuals,72825.85356
2510,2025-10-01,4022,marketing_non_staff,1,actuals,13959.85782
2510,2025-10-01,4030,csm,1,actuals,16555.829514
2510,2025-10-01,4031,csm_staff,1,actuals,8733.546493
2510,2025-10-01,4032,csm_non_staff,1,actuals,7822.283021
2510,2025-10-01,6000,fixed_costs,1,actuals,300645.425477
2510,2025-10-01,6010,development,1,actuals,181925.88255
2510,2025-10-01,6011,development_staff,1,actuals,163425.3942
2510,2025-10-01,6012,development_non_staff,1,actuals,18500.48835
2510,2025-10-01,6020,product,1,actuals,44075.355362
2510,2025-10-01,6021,product_staff,1,actuals,40285.84121
2510,2025-10-01,6022,product_non_staff,1,actuals,3789.514152
2510,2025-10-01,6030,talent,1,actuals,4706.102688
2510,2025-10-01,6031,talent_staff,1,actuals,4706.102688
2510,2025-10-01,6032,talent_non_staff,1,actuals,0.0
2510,2025-10-01,6040,general_and_admin,1,actuals,61507.960326
2510,2025-10-01,6041,general_and_admin_staff,1,actuals,51557.90692
2510,2025-10-01,6042,general_and_admin_non_staff,1,actuals,9950.053406
2510,2025-10-01,6050,data,1,actuals,8430.124551
2510,2025-10-01,6051,data_staff,1,actuals,8430.124551
2510,2025-10-01,6052,data_non_staff,1,actuals,0.0
2511,2025-11-01,1000,revenue,1,actuals,18232738.037168205
2511,2025-11-01,1010,subscriptions,1,actuals,18231708.92
2511,2025-11-01,1020,services,1,actuals,542.7439934
2511,2025-11-01,1030,others,1,actuals,486.3731748
2511,2025-11-01,2000,cogs,1,actuals,691211.4652653
2511,2025-11-01,2010,payment_fees,1,actuals,690662.2204
2511,2025-11-01,2020,other_costs,1,actuals,549.2448653
2511,2025-11-01,4000,commercial_costs,1,actuals,216353.471749
2511,2025-11-01,4010,sales,1,actuals,110858.21983
2511,2025-11-01,4011,sales_staff,1,actuals,99741.33618
2511,2025-11-01,4012,sales_non_staff,1,actuals,11116.88365
2511,2025-11-01,4020,marketing,1,actuals,89134.002
2511,2025-11-01,4021,marketing_staff,1,actuals,76254.41312
2511,2025-11-01,4022,marketing_non_staff,1,actuals,12879.58888
2511,2025-11-01,4030,csm,1,actuals,16361.249919000002
2511,2025-11-01,4031,csm_staff,1,actuals,8750.517196
2511,2025-11-01,4032,csm_non_staff,1,actuals,7610.732723
2511,2025-11-01,6000,fixed_costs,1,actuals,296271.568977
2511,2025-11-01,6010,development,1,actuals,172991.34691000002
2511,2025-11-01,6011,development_staff,1,actuals,151657.5682
2511,2025-11-01,6012,development_non_staff,1,actuals,21333.77871
2511,2025-11-01,6020,product,1,actuals,39016.497703
2511,2025-11-01,6021,product_staff,1,actuals,35271.02449
2511,2025-11-01,6022,product_non_staff,1,actuals,3745.473213
2511,2025-11-01,6030,talent,1,actuals,4700.107778
2511,2025-11-01,6031,talent_staff,1,actuals,4700.107778
2511,2025-11-01,6032,talent_non_staff,1,actuals,0.0
2511,2025-11-01,6040,general_and_admin,1,actuals,70800.5971
2511,2025-11-01,6041,general_and_admin_staff,1,actuals,60289.84289
2511,2025-11-01,6042,general_and_admin_non_staff,1,actuals,10510.75421
2511,2025-11-01,6050,data,1,actuals,8763.019486
2511,2025-11-01,6051,data_staff,1,actuals,8763.019486
2511,2025-11-01,6052,data_non_staff,1,actuals,0.0
2512,2025-12-01,1000,revenue,1,actuals,18489192.180438302
2512,2025-12-01,1010,subscriptions,1,actuals,18488222.48
2512,2025-12-01,1020,services,1,actuals,462.3545283
2512,2025-12-01,1030,others,1,actuals,507.34591
2512,2025-12-01,2000,cogs,1,actuals,763847.7141595
2512,2025-12-01,2010,payment_fees,1,actuals,763318.6648
2512,2025-12-01,2020,other_costs,1,actuals,529.0493595
2512,2025-12-01,4000,commercial_costs,1,actuals,214107.76209899999
2512,2025-12-01,4010,sales,1,actuals,109067.11099
2512,2025-12-01,4011,sales_staff,1,actuals,98184.22052
2512,2025-12-01,4012,sales_non_staff,1,actuals,10882.89047
2512,2025-12-01,4020,marketing,1,actuals,88911.65383000001
2512,2025-12-01,4021,marketing_staff,1,actuals,76101.8684
2512,2025-12-01,4022,marketing_non_staff,1,actuals,12809.78543
2512,2025-12-01,4030,csm,1,actuals,16128.997279
2512,2025-12-01,4031,csm_staff,1,actuals,9113.279677
2512,2025-12-01,4032,csm_non_staff,1,actuals,7015.717602
2512,2025-12-01,6000,fixed_costs,1,actuals,307945.444499
2512,2025-12-01,6010,development,1,actuals,193111.32904
2512,2025-12-01,6011,development_staff,1,actuals,171691.5125
2512,2025-12-01,6012,development_non_staff,1,actuals,21419.81654
2512,2025-12-01,6020,product,1,actuals,37908.044625999995
2512,2025-12-01,6021,product_staff,1,actuals,34526.74552
2512,2025-12-01,6022,product_non_staff,1,actuals,3381.299106
2512,2025-12-01,6030,talent,1,actuals,4834.701633
2512,2025-12-01,6031,talent_staff,1,actuals,4834.701633
2512,2025-12-01,6032,talent_non_staff,1,actuals,0.0
2512,2025-12-01,6040,general_and_admin,1,actuals,63127.001989000004
2512,2025-12-01,6041,general_and_admin_staff,1,actuals,53263.76793
2512,2025-12-01,6042,general_and_admin_non_staff,1,actuals,9863.234059
2512,2025-12-01,6050,data,1,actuals,8964.367211
2512,2025-12-01,6051,data_staff,1,actuals,8964.367211
2512,2025-12-01,6052,data_non_staff,1,actuals,0.0
2601,2026-01-01,1000,revenue,1,actuals,17182730.9983498
2601,2026-01-01,1010,subscriptions,1,actuals,17181768.37
2601,2026-01-01,1020,services,1,actuals,506.5125861
2601,2026-01-01,1030,others,1,actuals,456.1157637
2601,2026-01-01,2000,cogs,1,actuals,751199.3535431001
2601,2026-01-01,2010,payment_fees,1,actuals,750728.5936
2601,2026-01-01,2020,other_costs,1,actuals,470.7599431
2601,2026-01-01,4000,commercial_costs,1,actuals,235859.64993199997
2601,2026-01-01,4010,sales,1,actuals,114134.10235999999
2601,2026-01-01,4011,sales_staff,1,actuals,103301.5563
2601,2026-01-01,4012,sales_non_staff,1,actuals,10832.54606
2601,2026-01-01,4020,marketing,1,actuals,103800.13726999999
2601,2026-01-01,4021,marketing_staff,1,actuals,89127.48589
2601,2026-01-01,4022,marketing_non_staff,1,actuals,14672.65138
2601,2026-01-01,4030,csm,1,actuals,17925.410302
2601,2026-01-01,4031,csm_staff,1,actuals,9646.235534
2601,2026-01-01,4032,csm_non_staff,1,actuals,8279.174768
2601,2026-01-01,6000,fixed_costs,1,actuals,316714.72075300006
2601,2026-01-01,6010,development,1,actuals,186463.47265
2601,2026-01-01,6011,development_staff,1,actuals,166745.9478
2601,2026-01-01,6012,development_non_staff,1,actuals,19717.52485
2601,2026-01-01,6020,product,1,actuals,44227.231191
2601,2026-01-01,6021,product_staff,1,actuals,40497.35478
2601,2026-01-01,6022,product_non_staff,1,actuals,3729.876411
2601,2026-01-01,6030,talent,1,actuals,4518.582014
2601,2026-01-01,6031,talent_staff,1,actuals,4518.582014
2601,2026-01-01,6032,talent_non_staff,1,actuals,0.0
2601,2026-01-01,6040,general_and_admin,1,actuals,72988.12969
2601,2026-01-01,6041,general_and_admin_staff,1,actuals,61304.09415
2601,2026-01-01,6042,general_and_admin_non_staff,1,actuals,11684.03554
2601,2026-01-01,6050,data,1,actuals,8517.305208
2601,2026-01-01,6051,data_staff,1,actuals,8517.305208
2601,2026-01-01,6052,data_non_staff,1,actuals,0.0
2602,2026-02-01,1000,revenue,1,actuals,16876462.995781496
2602,2026-02-01,1010,subscriptions,1,actuals,16875481.72
2602,2026-02-01,1020,services,1,actuals,498.829125
2602,2026-02-01,1030,others,1,actuals,482.4466565
2602,2026-02-01,2000,cogs,1,actuals,801975.7617312
2602,2026-02-01,2010,payment_fees,1,actuals,801499.4065
2602,2026-02-01,2020,other_costs,1,actuals,476.3552312
2602,2026-02-01,4000,commercial_costs,1,actuals,242760.22644499998
2602,2026-02-01,4010,sales,1,actuals,129232.44248
2602,2026-02-01,4011,sales_staff,1,actuals,118624.961
2602,2026-02-01,4012,sales_non_staff,1,actuals,10607.48148
2602,2026-02-01,4020,marketing,1,actuals,96914.77692
2602,2026-02-01,4021,marketing_staff,1,actuals,83178.46166
2602,2026-02-01,4022,marketing_non_staff,1,actuals,13736.31526
2602,2026-02-01,4030,csm,1,actuals,16613.007045
2602,2026-02-01,4031,csm_staff,1,actuals,9299.783213
2602,2026-02-01,4032,csm_non_staff,1,actuals,7313.223832
2602,2026-02-01,6000,fixed_costs,1,actuals,300711.777089
2602,2026-02-01,6010,development,1,actuals,177998.43091
2602,2026-02-01,6011,development_staff,1,actuals,159178.8508
2602,2026-02-01,6012,development_non_staff,1,actuals,18819.58011
2602,2026-02-01,6020,product,1,actuals,39481.762211
2602,2026-02-01,6021,product_staff,1,actuals,35399.15067
2602,2026-02-01,6022,product_non_staff,1,actuals,4082.611541
2602,2026-02-01,6030,talent,1,actuals,4796.52474
